apps/frappe/frappe/public/js/frappe/misc/pretty_date.js +54,> {0} year(s) ago,> {0} year(s) ago
DocType: Newsletter,A Lead with this email id should exist,A Lead with this email id should exist
DocType: OAuth Client,A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,A list of resources which the Client App will have access to after the user allows it.<br> e.g. project
apps/frappe/frappe/config/core.py +62,A log of request errors,A log of request errors
apps/frappe/frappe/templates/emails/new_user.html +3,A new account has been created for you at {0},A new account has been created for you at {0}
apps/frappe/frappe/desk/form/assign_to.py +153,"A new task, {0}, has been assigned to you by {1}. {2}","A new task, {0}, has been assigned to you by {1}. {2}"
DocType: Currency,A symbol for this currency. For e.g. $,A symbol for this currency. For e.g. $
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +31,A user can be permitted to multiple records of the same DocType.,A user can be permitted to multiple records of the same DocType.
apps/frappe/frappe/utils/password_strength.py +157,A word by itself is easy to guess.,A word by itself is easy to guess.
DocType: Print Settings,A4,A4
DocType: Razorpay Settings,API Key,API Key
DocType: PayPal Settings,API Password,API Password
DocType: Razorpay Settings,API Secret,API Secret
DocType: PayPal Settings,API Username,API Username
DocType: DocType,ASC,ASC
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +61,About,About
DocType: About Us Settings,About Us Settings,About Us Settings
DocType: About Us Team Member,About Us Team Member,About Us Team Member
DocType: Web Form,Accept Payment,Accept Payment
DocType: OAuth Bearer Token,Access Token,Access Token
DocType: Currency,Accounts User,Accounts User
apps/frappe/frappe/email/doctype/email_group/email_group.js +25,Action,Action
apps/frappe/frappe/model/document.py +1047,Action Failed,Action Failed
DocType: Web Form,Actions,Actions
apps/frappe/frappe/config/setup.py +193,"Actions for workflow (e.g. Approve, Cancel).","Actions for workflow (e.g. Approve, Cancel)."
apps/frappe/frappe/core/doctype/user/user_list.js +12,Active,Active
,Activity,Activity
apps/frappe/frappe/config/desk.py +54,Activity log of all users.,Activity log of all users.
apps/frappe/frappe/email/doctype/email_group/email_group.js +40,Add,Add
apps/frappe/frappe/config/setup.py +135,Add / Manage Email Accounts.,Add / Manage Email Accounts.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +306,Add A New Restriction,Add A New Restriction
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +366,Add A New Rule,Add A New Rule
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +302,Add A User Restriction,Add A User Restriction
apps/frappe/frappe/templates/includes/comments/comments.html +117,Add Another Comment,Add Another Comment
apps/frappe/frappe/public/js/frappe/views/communication.js +294,Add Attachment,Add Attachment
apps/frappe/frappe/public/js/frappe/views/treeview.js +137,Add Child,Add Child
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +758,Add Column,Add Column
apps/frappe/frappe/templates/includes/comments/comments.html +24,Add Comment,Add Comment
DocType: Website Settings,Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.,Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +370,Add New Permission Rule,Add New Permission Rule
apps/frappe/frappe/templates/generators/web_form.html +226,Add Row,Add Row
DocType: Email Account,Add Signature,Add Signature
apps/frappe/frappe/email/doctype/email_group/email_group.js +27,Add Subscribers,Add Subscribers
DocType: Report,Add Total Row,Add Total Row
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +9,Add a New Role,Add a New Role
apps/frappe/frappe/public/js/frappe/form/footer/timeline.html +4,Add a comment,Add a comment
apps/frappe/frappe/public/js/frappe/ui/tags.js +21,Add a tag,Add a tag
apps/frappe/frappe/core/doctype/user/user.js +160,Add all roles,Add all roles
DocType: Web Page,Add code as &lt;script&gt;,Add code as &lt;script&gt;
apps/frappe/frappe/config/setup.py +259,Add custom forms.,Add custom forms.
apps/frappe/frappe/config/setup.py +254,Add custom javascript to forms.,Add custom javascript to forms.
apps/frappe/frappe/config/setup.py +243,Add fields to forms.,Add fields to forms.
apps/frappe/frappe/public/js/frappe/form/templates/grid_body.html +15,Add multiple rows,Add multiple rows
apps/frappe/frappe/public/js/frappe/form/templates/grid_body.html +18,Add new row,Add new row
DocType: Website Theme,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""","Add the name of a ""Google Web Font"" e.g. ""Open Sans"""
apps/frappe/frappe/public/js/frappe/list/doclistview.js +640,Add to Desktop,Add to Desktop
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +136,Add to To Do,Add to To Do
apps/frappe/frappe/config/setup.py +265,Add your own Tag Categories,Add your own Tag Categories
apps/frappe/frappe/config/setup.py +249,Add your own translations,Add your own translations
apps/frappe/frappe/public/js/frappe/desk.js +414,Added,Added
DocType: Website Settings,"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO"
apps/frappe/frappe/utils/file_manager.py +43,Added {0},Added {0}
apps/frappe/frappe/public/js/frappe/form/link_selector.js +121,Added {0} ({1}),Added {0} ({1})
apps/frappe/frappe/core/doctype/user/user.py +138,Adding System Manager to this User as there must be atleast one System Manager,Adding System Manager to this User as there must be atleast one System Manager
DocType: DocPerm,Additional Permissions,Additional Permissions
DocType: Contact Us Settings,Address,Address
DocType: Contact Us Settings,Address Line 1,Address Line 1
DocType: Contact Us Settings,Address Line 2,Address Line 2
DocType: Contact Us Settings,Address Title,Address Title
DocType: Website Settings,Address and other legal information you may want to put in the footer.,Address and other legal information you may want to put in the footer.
DocType: Custom Field,Adds a custom field to a DocType,Adds a custom field to a DocType
DocType: Custom Script,Adds a custom script (client or server) to a DocType,Adds a custom script (client or server) to a DocType
DocType: DocType,Administrator,Administrator
apps/frappe/frappe/core/doctype/user/user.py +736,Administrator Logged In,Administrator Logged In
apps/frappe/frappe/core/doctype/user/user.py +727,Administrator accessed {0} on {1} via IP Address {2}.,Administrator accessed {0} on {1} via IP Address {2}.
DocType: DocType,Advanced,Advanced
apps/frappe/frappe/public/js/frappe/form/control.js +1385,Advanced Search,Advanced Search
DocType: Print Format,Align Labels to the Left,Align Labels to the Left
apps/frappe/frappe/public/js/frappe/ui/editor.html +55,Align Left (Ctrl/Cmd+L),Align Left (Ctrl/Cmd+L)
apps/frappe/frappe/public/js/frappe/ui/editor.html +61,Align Right (Ctrl/Cmd+R),Align Right (Ctrl/Cmd+R)
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +460,Align Value,Align Value
DocType: Communication,All,All
DocType: Event,All Day,All Day
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +114,All Posts,All Posts
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +159,All customizations will be removed. Please confirm.,All customizations will be removed. Please confirm.
DocType: Workflow,"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled"""
apps/frappe/frappe/utils/password_strength.py +169,All-uppercase is almost as easy to guess as all-lowercase.,All-uppercase is almost as easy to guess as all-lowercase.
DocType: ToDo,Allocated To,Allocated To
DocType: Web Form,Allow Comments,Allow Comments
DocType: Web Form,Allow Delete,Allow Delete
DocType: Dropbox Settings,Allow Dropbox Access,Allow Dropbox Access
DocType: Web Form,Allow Edit,Allow Edit
DocType: DocType,Allow Import,Allow Import
DocType: DocType,Allow Import via Data Import Tool,Allow Import via Data Import Tool
DocType: Web Form,Allow Incomplete Forms,Allow Incomplete Forms
DocType: Web Form,Allow Multiple,Allow Multiple
DocType: Print Settings,Allow Page break inside tables,Allow Page break inside tables
DocType: Web Form,Allow Print,Allow Print
DocType: Print Settings,Allow Print for Cancelled,Allow Print for Cancelled
DocType: Print Settings,Allow Print for Draft,Allow Print for Draft
DocType: DocType,Allow Rename,Allow Rename
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,Allow User,Allow User
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +251,Allow field to remain editable even after submission,Allow field to remain editable even after submission
DocType: DocField,Allow on Submit,Allow on Submit
DocType: System Settings,Allow only one session per user,Allow only one session per user
DocType: Web Form,Allow saving if mandatory fields are not filled,Allow saving if mandatory fields are not filled
DocType: User,Allow user to login only after this hour (0-24),Allow user to login only after this hour (0-24)
DocType: User,Allow user to login only before this hour (0-24),Allow user to login only before this hour (0-24)
DocType: Workflow Transition,Allowed,Allowed
apps/frappe/frappe/public/js/legacy/form.js +62,"Allowing DocType, DocType. Be careful!","Allowing DocType, DocType. Be careful!"
apps/frappe/frappe/core/doctype/user/user.py +587,Already Registered,Already Registered
apps/frappe/frappe/desk/form/assign_to.py +41,Already in user's To Do list,Already in user's To Do list
DocType: Print Settings,"Always add ""Draft"" Heading for printing draft documents","Always add ""Draft"" Heading for printing draft documents"
DocType: Email Account,Always use Account's Email ID as Sender,Always use Account's Email ID as Sender
DocType: DocPerm,Amend,Amend
apps/frappe/frappe/public/js/frappe/form/save.js +14,Amending,Amending
DocType: Web Form,Amount,Amount
DocType: Web Form,Amount Based On Field,Amount Based On Field
DocType: Web Form,Amount Field,Amount Field
apps/frappe/frappe/website/doctype/web_form/web_form.py +62,Amount must be greater than 0.,Amount must be greater than 0.
DocType: Website Settings,An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org]
apps/frappe/frappe/public/js/frappe/request.js +94,Another transaction is blocking this one. Please try again in a few seconds.,Another transaction is blocking this one. Please try again in a few seconds.
apps/frappe/frappe/model/rename_doc.py +112,"Another {0} with name {1} exists, select another name","Another {0} with name {1} exists, select another name"
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +133,Any existing permission will be deleted / overwritten.,Any existing permission will be deleted / overwritten.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +19,"Apart from Role based Permission Rules, you can apply User Permissions based on DocTypes.","Apart from Role based Permission Rules, you can apply User Permissions based on DocTypes."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +36,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type."
DocType: Desktop Icon,App,App
DocType: Dropbox Settings,App Access Key,App Access Key
DocType: OAuth Client,App Client ID,App Client ID
DocType: OAuth Client,App Client Secret,App Client Secret
,App Installer,App Installer
DocType: Module Def,App Name,App Name
DocType: Dropbox Settings,App Secret Key,App Secret Key
apps/frappe/frappe/modules/utils.py +191,App not found,App not found
apps/frappe/frappe/__init__.py +873,App {0} is not installed,App {0} is not installed
DocType: Email Account,Append To,Append To
apps/frappe/frappe/email/doctype/email_account/email_account.py +72,Append To can be one of {0},Append To can be one of {0}
apps/frappe/frappe/email/doctype/email_account/email_account.py +54,Append To is mandatory for incoming mails,Append To is mandatory for incoming mails
DocType: Email Account,"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","Append as communication against this DocType (must have fields, ""Status"", ""Subject"")"
apps/frappe/frappe/config/setup.py +204,Application Installer,Application Installer
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +433,Apply Rule,Apply Rule
DocType: Website Theme,Apply Style,Apply Style
DocType: Website Theme,Apply Text Styles,Apply Text Styles
DocType: DocPerm,Apply User Permissions,Apply User Permissions
DocType: DocPerm,Apply this rule if the User is the Owner,Apply this rule if the User is the Owner
apps/frappe/frappe/public/js/frappe/form/footer/attachments.js +83,Are you sure you want to delete the attachment?,Are you sure you want to delete the attachment?
DocType: Print Format,Arial,Arial
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +11,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User."
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +573,Ascending,Ascending
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html +33,Assign,Assign
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +139,Assign To,Assign To
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +218,Assign a permission level to the field.,Assign a permission level to the field.
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +140,Assign to me,Assign to me
DocType: Communication,Assigned,Assigned
DocType: ToDo,Assigned By,Assigned By
DocType: ToDo,Assigned By Full Name,Assigned By Full Name
apps/frappe/frappe/desk/doctype/todo/todo_list.js +22,Assigned By Me,Assigned By Me
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html +32,Assigned To,Assigned To
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +26,Assigned To Me,Assigned To Me
apps/frappe/frappe/core/report/todo/todo.py +20,Assigned To/Owner,Assigned To/Owner
apps/frappe/frappe/desk/doctype/todo/todo.py +20,Assigned to {0}: {1},Assigned to {0}: {1}
apps/frappe/frappe/patches/v6_19/comment_feed_communication.py +131,Assignment,Assignment
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +59,Assignment Complete,Assignment Complete
DocType: Communication,Assignment Completed,Assignment Completed
apps/frappe/frappe/desk/doctype/todo/todo.py +28,Assignment closed by {0},Assignment closed by {0}
DocType: DocField,Attach,Attach
apps/frappe/frappe/public/js/frappe/views/communication.js +74,Attach Document Print,Attach Document Print
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html +39,Attach File,Attach File
DocType: DocField,Attach Image,Attach Image
DocType: Email Alert,Attach Print,Attach Print
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +559,Attach Your Picture,Attach Your Picture
DocType: File,Attached To DocType,Attached To DocType
DocType: File,Attached To Name,Attached To Name
DocType: Communication,Attachment,Attachment
DocType: Email Account,Attachment Limit (MB),Attachment Limit (MB)
DocType: Communication,Attachment Removed,Attachment Removed
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html +38,Attachments,Attachments
apps/frappe/frappe/email/doctype/email_account/email_account.py +130,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},Authentication failed while receiving emails from Email Account {0}. Message from server: {1}
DocType: Help Article,Author,Author
DocType: OAuth Authorization Code,Authorization Code,Authorization Code
DocType: Integration Request,Authorized,Authorized
DocType: OAuth Provider Settings,Auto,Auto
DocType: Auto Email Report,Auto Email Report,Auto Email Report
DocType: DocType,Auto Name,Auto Name
DocType: Email Account,Auto Reply Message,Auto Reply Message
DocType: Blogger,Avatar,Avatar
apps/frappe/frappe/utils/password_strength.py +120,Avoid dates and years that are associated with you.,Avoid dates and years that are associated with you.
apps/frappe/frappe/utils/password_strength.py +112,Avoid recent years.,Avoid recent years.
apps/frappe/frappe/utils/password_strength.py +104,Avoid sequences like abc or 6543 as they are easy to guess,Avoid sequences like abc or 6543 as they are easy to guess
apps/frappe/frappe/utils/password_strength.py +113,Avoid years that are associated with you.,Avoid years that are associated with you.
apps/frappe/frappe/www/login.html +93,Back to Login,Back to Login
DocType: Website Theme,Background,Background
DocType: Website Theme,Background Color,Background Color
apps/frappe/frappe/config/core.py +52,Background Email Queue,Background Email Queue
DocType: Integration Service,Background Events,Background Events
DocType: User,Background Image,Background Image
,Background Jobs,Background Jobs
DocType: User,Background Style,Background Style
DocType: System Settings,Background Workers,Background Workers
DocType: Dropbox Settings,Backup Frequency,Backup Frequency
apps/frappe/frappe/core/page/usage_info/usage_info.html +99,Backup Size,Backup Size
DocType: System Settings,Backups,Backups
DocType: Website Settings,Banner,Banner
DocType: Website Settings,Banner HTML,Banner HTML
DocType: Website Settings,Banner is above the Top Menu Bar.,Banner is above the Top Menu Bar.
DocType: LDAP Settings,Base Distinguished Name (DN),Base Distinguished Name (DN)
DocType: Language,Based On,Based On
DocType: Auto Email Report,Based on Permissions For User,Based on Permissions For User
DocType: Help Article,Beginner,Beginner
apps/frappe/frappe/public/js/frappe/form/link_selector.js +23,Beginning with,Beginning with
DocType: DocType,Beta,Beta
apps/frappe/frappe/utils/password_strength.py +54,Better add a few more letters or another word,Better add a few more letters or another word
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +16,Between,Between
DocType: User,Bio,Bio
DocType: User,Birth Date,Birth Date
DocType: Block Module,Block Module,Block Module
DocType: User,Block Modules,Block Modules
DocType: Desktop Icon,Blocked,Blocked
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +100,Blog,Blog
DocType: Blog Category,Blog Category,Blog Category
DocType: Blog Post,Blog Intro,Blog Intro
DocType: Blog Settings,Blog Introduction,Blog Introduction
DocType: Blog Post,Blog Post,Blog Post
DocType: Blog Settings,Blog Settings,Blog Settings
DocType: Blog Settings,Blog Title,Blog Title
DocType: Blog Category,Blogger,Blogger
DocType: DocField,Bold,Bold
apps/frappe/frappe/public/js/frappe/ui/editor.html +6,Bold (Ctrl/Cmd+B),Bold (Ctrl/Cmd+B)
DocType: Communication,Bot,Bot
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +126,Both DocType and Name required,Both DocType and Name required
apps/frappe/frappe/templates/includes/login/login.js +21,Both login and password required,Both login and password required
DocType: Communication,Bounced,Bounced
DocType: Website Settings,Brand,Brand
DocType: Website Settings,Brand HTML,Brand HTML
DocType: Website Settings,Brand Image,Brand Image
DocType: Web Form,Breadcrumbs,Breadcrumbs
apps/frappe/frappe/public/js/frappe/ui/upload.html +4,Browse,Browse
apps/frappe/frappe/desk/page/activity/activity.js +70,Build Report,Build Report
apps/frappe/frappe/public/js/frappe/form/grid.js +526,Bulk Edit {0},Bulk Edit {0}
apps/frappe/frappe/config/setup.py +108,Bulk Rename,Bulk Rename
DocType: Bulk Update,Bulk Update,Bulk Update
apps/frappe/frappe/public/js/frappe/ui/editor.html +8,Bullet list,Bullet list
DocType: DocField,Button,Button
DocType: Web Form,Button Help,Button Help
DocType: Web Form,Button Label,Button Label
apps/frappe/frappe/templates/print_formats/standard_macros.html +153,CANCELLED,CANCELLED
DocType: Communication,CC,CC
DocType: Web Page,CSS,CSS
DocType: Auto Email Report,CSV,CSV
apps/frappe/frappe/sessions.py +28,Cache Cleared,Cache Cleared
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +113,Calculate,Calculate
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +24,Calendar,Calendar
apps/frappe/frappe/public/js/frappe/form/templates/set_sharing.html +5,Can Read,Can Read
apps/frappe/frappe/public/js/frappe/form/templates/set_sharing.html +7,Can Share,Can Share
apps/frappe/frappe/public/js/frappe/form/templates/set_sharing.html +6,Can Write,Can Write
apps/frappe/frappe/utils/bot.py +77,Can't identify open {0}. Try something else.,Can't identify open {0}. Try something else.
DocType: DocPerm,Cancel,Cancel
DocType: Communication,Cancelled,Cancelled
apps/frappe/frappe/public/js/frappe/form/save.js +15,Cancelling,Cancelling
apps/frappe/frappe/core/doctype/user/user.py +552,Cannot Update: Incorrect / Expired Link.,Cannot Update: Incorrect / Expired Link.
apps/frappe/frappe/workflow/doctype/workflow/workflow.py +70,Cannot cancel before submitting. See Transition {0},Cannot cancel before submitting. See Transition {0}
apps/frappe/frappe/model/document.py +549,Cannot change docstatus from 0 to 2,Cannot change docstatus from 0 to 2
apps/frappe/frappe/model/document.py +559,Cannot change docstatus from 1 to 0,Cannot change docstatus from 1 to 0
apps/frappe/frappe/workflow/doctype/workflow/workflow.py +64,Cannot change state of Cancelled Document. Transition row {0},Cannot change state of Cancelled Document. Transition row {0}
apps/frappe/frappe/email/receive.py +61,Cannot connect: {0},Cannot connect: {0}
apps/frappe/frappe/core/doctype/communication/communication.py +31,Cannot create a {0} against a child document: {1},Cannot create a {0} against a child document: {1}
apps/frappe/frappe/core/doctype/file/file.py +167,Cannot delete Home and Attachments folders,Cannot delete Home and Attachments folders
apps/frappe/frappe/model/delete_doc.py +178,"Cannot delete or cancel because {0} <a href=""#Form/{0}/{1}"">{1}</a> is linked with {2} <a href=""#Form/{2}/{3}"">{3}</a>","Cannot delete or cancel because {0} <a href=""#Form/{0}/{1}"">{1}</a> is linked with {2} <a href=""#Form/{2}/{3}"">{3}</a>"
apps/frappe/frappe/model/delete_doc.py +213,"Cannot delete or cancel because {0} <a href=""#Form/{0}/{1}"">{1}</a> is linked with {2} <a href=""#Form/{2}/{3}"">{3}</a> {4}","Cannot delete or cancel because {0} <a href=""#Form/{0}/{1}"">{1}</a> is linked with {2} <a href=""#Form/{2}/{3}"">{3}</a> {4}"
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +126,Cannot delete standard field. You can hide it if you want,Cannot delete standard field. You can hide it if you want
apps/frappe/frappe/utils/nestedset.py +201,Cannot delete {0} as it has child nodes,Cannot delete {0} as it has child nodes
apps/frappe/frappe/core/doctype/report/report.py +26,Cannot edit a standard report. Please duplicate and create a new report,Cannot edit a standard report. Please duplicate and create a new report
apps/frappe/frappe/model/document.py +562,Cannot edit cancelled document,Cannot edit cancelled document
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +427,Cannot edit standard fields,Cannot edit standard fields
apps/frappe/frappe/model/document.py +624,Cannot link cancelled document: {0},Cannot link cancelled document: {0}
apps/frappe/frappe/model/mapper.py +108,Cannot map because following condition fails: ,
apps/frappe/frappe/public/js/legacy/form.js +72,Cannot open instance when its {0} is open,Cannot open instance when its {0} is open
apps/frappe/frappe/public/js/legacy/form.js +66,Cannot open {0} when its instance is open,Cannot open {0} when its instance is open
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +58,Cannot remove permission for DocType: {0} and Name: {1},Cannot remove permission for DocType: {0} and Name: {1}
apps/frappe/frappe/email/queue.py +154,Cannot send this email. You have crossed the sending limit of {0} emails for this month.,Cannot send this email. You have crossed the sending limit of {0} emails for this month.
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +67,Cannot set Email Alert on Document Type {0},Cannot set Email Alert on Document Type {0}
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +66,Cannot set permission for DocType: {0} and Name: {1},Cannot set permission for DocType: {0} and Name: {1}
apps/frappe/frappe/utils/password_strength.py +167,Capitalization doesn't help very much.,Capitalization doesn't help very much.
apps/frappe/frappe/config/website.py +43,Categorize blog posts.,Categorize blog posts.
DocType: Help Article,Category,Category
DocType: Help Category,Category Description,Category Description
DocType: Tag Category,Category Name,Category Name
apps/frappe/frappe/utils/data.py +430,Cent,Cent
DocType: Web Page,Center,Center
apps/frappe/frappe/public/js/frappe/ui/editor.html +58,Center (Ctrl/Cmd+E),Center (Ctrl/Cmd+E)
apps/frappe/frappe/config/setup.py +216,Centralize access to Integrations,Centralize access to Integrations
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +16,"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit."
DocType: Customize Form,Change Label (via Custom Translation),Change Label (via Custom Translation)
DocType: User,Change Password,Change Password
apps/frappe/frappe/config/setup.py +237,"Change field properties (hide, readonly, permission etc.)","Change field properties (hide, readonly, permission etc.)"
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +208,"Change type of field. (Currently, Type change is \
						allowed among 'Currency and Float')","Change type of field. (Currently, Type change is \
						allowed among 'Currency and Float')"
DocType: Communication,Chat,Chat
apps/frappe/frappe/public/js/frappe/toolbar.js +32,Chat Support,Chat Support
apps/frappe/frappe/config/desk.py +42,Chat messages and other notifications.,Chat messages and other notifications.
DocType: DocField,Check,Check
apps/frappe/frappe/integrations/doctype/social_login_keys/social_login_keys.py +26,Check Frappe Server URL,Check Frappe Server URL
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +1,"Check columns to select, drag to set order.","Check columns to select, drag to set order."
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Check this if you are testing your payment using the Sandbox API
DocType: Letter Head,Check this to make this the default letter head in all prints,Check this to make this the default letter head in all prints
DocType: Email Account,Check this to pull emails from your mailbox,Check this to pull emails from your mailbox
apps/frappe/frappe/config/setup.py +54,Check which Documents are readable by a User,Check which Documents are readable by a User
apps/frappe/frappe/core/page/desktop/all_applications_dialog.html +8,Checked items will be shown on desktop,Checked items will be shown on desktop
DocType: DocType,Child Tables are shown as a Grid in other DocTypes.,Child Tables are shown as a Grid in other DocTypes.
DocType: Contact Us Settings,City,City
DocType: Print Settings,Classic,Classic
apps/frappe/frappe/public/js/frappe/form/control.js +977,Clear Attachment,Clear Attachment
apps/frappe/frappe/core/doctype/error_log/error_log_list.js +12,Clear Error Logs,Clear Error Logs
apps/frappe/frappe/core/doctype/user/user.js +170,Clear all roles,Clear all roles
apps/frappe/frappe/limits.py +189,Click here to check your usage or upgrade to a higher plan,Click here to check your usage or upgrade to a higher plan
apps/frappe/frappe/email/doctype/newsletter/newsletter.py +133,Click here to verify,Click here to verify
apps/frappe/frappe/templates/emails/new_user.html +5,Click on the link below to complete your registration and set a new password,Click on the link below to complete your registration and set a new password
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js +62,Click table to edit,Click table to edit
DocType: Communication,Clicked,Clicked
DocType: Custom Script,Client,Client
DocType: OAuth Client,Client Credentials,Client Credentials
apps/frappe/frappe/config/core.py +37,Client side script extensions in Javascript,Client side script extensions in Javascript
apps/frappe/frappe/core/doctype/communication/communication.js +19,Close,Close
DocType: Communication,Closed,Closed
DocType: DocField,Code,Code
apps/frappe/frappe/public/js/frappe/ui/tree.js +125,Collapse,Collapse
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +49,Collapse All,Collapse All
DocType: DocField,Collapsible,Collapsible
DocType: DocField,Collapsible Depends On,Collapsible Depends On
DocType: Desktop Icon,Color,Color
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +4,Column,Column
